Timestamp,Open,Close,High,Low,Volume,UpDown
2016-01-03 16:00:00,427.5,427.83,428.08,424.32,398.8233263,0
2016-01-03 17:00:00,427.03,427.2,428.78,426.5,171.04016789,0
2016-01-03 18:00:00,427.2,426.99,428.44,426.57,84.41441367,0
2016-01-03 19:00:00,427.0,425.24,428.22,424.06,268.69564259,1
2016-01-03 20:00:00,425.18,425.9,426.5,424.18,226.75248187,1
2016-01-03 21:00:00,425.9,428.17,430.0,425.2,341.7153906,1
2016-01-03 22:00:00,428.24,429.74,429.86,427.25,197.85514628,1
2016-01-03 23:00:00,428.42,431.04,431.71,428.42,128.90188971,0
2016-01-04 00:00:00,431.54,428.58,431.85,428.58,148.70074042,1
2016-01-04 01:00:00,429.72,431.99,432.0,428.44,203.02754575,0
2016-01-04 02:00:00,431.99,431.69,432.33,429.44,123.53963338,0
2016-01-04 03:00:00,431.98,431.0,432.43,430.81,40.89032463,1
2016-01-04 04:00:00,431.0,431.28,431.92,430.05,110.7600746,1
2016-01-04 05:00:00,431.28,431.39,431.74,430.34,32.37472589,0
2016-01-04 06:00:00,431.39,431.3,431.72,430.21,41.46183259,1
2016-01-04 07:00:00,431.29,431.74,431.74,430.29,45.03048603,1
2016-01-04 08:00:00,431.74,432.07,432.16,431.14,196.66116799,0
2016-01-04 09:00:00,432.14,431.0,432.14,429.68,288.14116879,0
2016-01-04 10:00:00,431.0,430.76,432.05,429.68,164.1862989,1
2016-01-04 11:00:00,430.51,431.87,431.98,429.8,126.26786157,1
2016-01-04 12:00:00,431.87,431.94,432.58,431.02,309.25151169,0
2016-01-04 13:00:00,430.98,431.02,431.99,430.25,192.57833474,1
2016-01-04 14:00:00,431.71,432.26,432.26,431.0,142.39155044,1
2016-01-04 15:00:00,432.26,434.29,435.35,431.07,868.98540796,0
2016-01-04 16:00:00,434.22,434.02,434.22,432.53,287.39107685,0
2016-01-04 17:00:00,433.03,433.16,434.6,432.32,301.34218567,0
2016-01-04 18:00:00,433.15,433.15,434.05,431.79,270.2168087,0
2016-01-04 19:00:00,432.53,432.4,433.16,432.19,179.02703567,1
2016-01-04 20:00:00,432.9,434.53,435.86,432.2,965.30066105,0
2016-01-04 21:00:00,434.04,434.48,435.48,432.0,311.95875995,1
2016-01-04 22:00:00,434.59,435.0,435.44,434.07,177.5873008,0
2016-01-04 23:00:00,435.24,434.17,435.5,433.29,190.52296393,1
2016-01-05 00:00:00,433.31,434.69,434.86,432.68,118.179264,1
2016-01-05 01:00:00,434.84,435.0,435.39,433.05,216.28964493,0
2016-01-05 02:00:00,434.35,434.03,435.38,433.67,64.3723538,0
2016-01-05 03:00:00,434.21,433.99,434.94,433.02,71.21622325,1
2016-01-05 04:00:00,433.99,434.63,434.76,433.7,82.37608556,0
2016-01-05 05:00:00,434.66,433.44,434.66,432.81,68.70196801,0
2016-01-05 06:00:00,433.44,433.0,433.98,432.8,9.48772343,0
2016-01-05 07:00:00,433.0,433.0,433.0,432.5,28.46397439,1
2016-01-05 08:00:00,432.57,433.1,433.12,432.12,328.44840393,0
2016-01-05 09:00:00,432.36,431.49,432.62,431.4,114.91232676,0
2016-01-05 10:00:00,431.47,431.17,432.05,430.35,202.81519466,1
2016-01-05 11:00:00,431.17,431.62,431.79,430.2,189.89817991,0
2016-01-05 12:00:00,431.62,430.39,432.02,429.5,247.07432548,1
2016-01-05 13:00:00,430.22,431.75,432.03,429.5,103.31457835,1
2016-01-05 14:00:00,431.75,432.25,432.85,431.52,226.26182437,1
2016-01-05 15:00:00,432.25,433.18,433.18,432.25,157.6660778,0
2016-01-05 16:00:00,433.19,432.13,433.22,431.1,423.14773425,0
2016-01-05 17:00:00,432.03,431.93,432.09,429.99,391.89561878,1
2016-01-05 18:00:00,431.94,432.31,432.33,430.82,310.52696895,0
2016-01-05 19:00:00,432.3,432.28,432.36,430.71,232.24532224,0
2016-01-05 20:00:00,432.27,432.28,432.31,431.31,59.65277875,1
2016-01-05 21:00:00,432.31,432.3,432.59,432.0,63.99258331,1
2016-01-05 22:00:00,432.06,432.55,432.6,431.4,70.10055657,0
2016-01-05 23:00:00,432.11,432.43,432.55,431.13,100.68115047,0
2016-01-06 00:00:00,432.45,431.82,432.45,430.41,139.47508469,0
2016-01-06 01:00:00,431.91,431.6,432.45,430.71,178.08872388,0
2016-01-06 02:00:00,431.62,430.0,431.75,429.5,102.08848216,0
2016-01-06 03:00:00,429.94,427.31,430.0,426.54,868.49199872,1
2016-01-06 04:00:00,427.31,428.63,428.91,426.64,194.93371999,1
2016-01-06 05:00:00,428.56,429.0,429.87,428.43,173.25556963,1
2016-01-06 06:00:00,429.0,430.22,431.5,428.89,355.29039405,0
2016-01-06 07:00:00,430.76,429.86,430.76,429.24,71.00772958,1
2016-01-06 08:00:00,429.86,430.75,432.67,429.24,683.33033133,0
2016-01-06 09:00:00,430.71,429.43,431.48,429.17,267.33948256,0
2016-01-06 10:00:00,429.52,429.4,430.9,429.13,189.8894864,1
2016-01-06 11:00:00,429.4,430.94,431.25,429.39,287.09442968,1
2016-01-06 12:00:00,430.94,431.15,431.25,430.09,113.58189131,0
2016-01-06 13:00:00,431.05,430.75,431.31,430.4,138.67650108,1
2016-01-06 14:00:00,431.26,431.35,431.55,430.44,146.71801867,1
2016-01-06 15:00:00,431.35,431.43,431.44,430.58,94.87306927,0
2016-01-06 16:00:00,431.43,430.61,431.48,430.0,243.94508563,1
2016-01-06 17:00:00,430.62,430.63,431.01,429.75,302.26494621,0
2016-01-06 18:00:00,430.63,430.5,431.14,430.06,176.17618909,0
2016-01-06 19:00:00,430.5,430.45,430.75,430.0,169.82459708,1
2016-01-06 20:00:00,430.45,431.26,431.26,430.0,142.06421963,0
2016-01-06 21:00:00,431.24,430.46,431.32,430.06,97.52542299,1
2016-01-06 22:00:00,430.69,431.6,431.6,430.35,63.64136233,0
2016-01-06 23:00:00,431.6,429.56,431.95,429.11,308.03749028,1
2016-01-07 00:00:00,429.99,431.5,431.62,429.92,69.0704001,0
2016-01-07 01:00:00,430.94,430.44,431.55,429.37,123.40891322,1
2016-01-07 02:00:00,430.47,442.71,442.73,429.25,2934.74066563,0
2016-01-07 03:00:00,442.72,441.58,442.99,440.64,480.93795143,0
2016-01-07 04:00:00,441.59,440.11,442.17,439.04,388.54675645,1
2016-01-07 05:00:00,440.11,441.98,442.68,439.03,595.30536792,1
2016-01-07 06:00:00,441.92,448.51,448.51,441.77,1655.91325068,1
2016-01-07 07:00:00,448.51,449.78,451.0,443.01,1245.00150777,0
2016-01-07 08:00:00,449.35,448.3,451.02,443.12,577.02133267,1
2016-01-07 09:00:00,448.32,449.55,449.55,445.0,547.57027024,0
2016-01-07 10:00:00,449.73,449.13,450.0,448.0,309.04788895,1
2016-01-07 11:00:00,449.5,450.55,451.96,448.0,808.42638673,1
2016-01-07 12:00:00,450.5,454.71,455.47,449.23,1008.41626272,0
2016-01-07 13:00:00,454.0,454.26,454.83,452.0,430.78032615,0
2016-01-07 14:00:00,454.04,451.32,454.29,449.49,992.87222883,1
2016-01-07 15:00:00,451.09,454.5,454.74,451.09,679.38168916,0
2016-01-07 16:00:00,454.31,453.01,454.92,451.65,344.78132112,1
2016-01-07 17:00:00,453.66,454.33,454.63,452.0,388.37893768,1
2016-01-07 18:00:00,454.33,456.75,456.75,453.31,522.82654783,0
2016-01-07 19:00:00,456.75,454.58,457.14,452.26,619.54296457,1
2016-01-07 20:00:00,454.88,454.99,455.75,453.47,253.47936823,1
2016-01-07 21:00:00,454.75,455.28,455.61,453.46,138.96525698,0
2016-01-07 22:00:00,454.6,454.74,455.76,453.1,559.44237367,1
2016-01-07 23:00:00,455.71,457.0,459.16,454.56,1159.56118795,1
2016-01-08 00:00:00,456.87,460.69,461.19,456.0,885.21646226,0
2016-01-08 01:00:00,460.69,459.4,465.0,452.35,1341.20052532,0
2016-01-08 02:00:00,458.11,458.98,461.1,455.75,378.85281824,0
2016-01-08 03:00:00,459.08,455.55,459.65,455.55,355.351578,1
2016-01-08 04:00:00,455.55,455.79,457.19,454.45,81.98148155,1
2016-01-08 05:00:00,455.61,456.77,456.78,454.75,93.51930082,0
2016-01-08 06:00:00,456.77,454.55,456.77,453.37,321.72255592,0
2016-01-08 07:00:00,454.44,451.9,454.44,450.5,639.53672789,1
2016-01-08 08:00:00,451.47,454.43,455.05,450.0,514.46508672,1
2016-01-08 09:00:00,454.18,455.22,455.22,454.0,222.54633147,0
2016-01-08 10:00:00,454.96,454.87,457.47,453.74,351.18800216,0
2016-01-08 11:00:00,454.87,454.8,455.83,454.19,150.75415042,1
2016-01-08 12:00:00,454.8,455.2,456.3,454.51,124.30581698,1
2016-01-08 13:00:00,455.5,456.08,456.34,454.07,202.98615356,1
2016-01-08 14:00:00,455.99,456.22,456.67,455.32,148.85850076,0
2016-01-08 15:00:00,456.22,454.07,456.5,452.88,261.24073694,0
2016-01-08 16:00:00,454.71,452.62,455.29,452.6,489.716939,0
2016-01-08 17:00:00,452.62,448.0,453.57,447.11,1672.94791469,1
2016-01-08 18:00:00,447.99,450.0,450.5,444.51,1035.34837338,1
2016-01-08 19:00:00,450.5,450.45,451.24,448.87,319.01868223,1
2016-01-08 20:00:00,450.44,451.35,451.37,450.36,138.9106374,0
2016-01-08 21:00:00,451.37,451.34,452.85,450.13,258.98823142,1
2016-01-08 22:00:00,451.48,453.7,453.73,451.48,122.99388423,0
2016-01-08 23:00:00,453.7,452.7,453.77,450.55,146.31104469,1
2016-01-09 00:00:00,452.02,453.45,453.81,452.0,121.51586338,0
2016-01-09 01:00:00,452.91,452.16,454.0,452.16,405.83425016,0
2016-01-09 02:00:00,451.9,451.99,452.46,451.15,61.94725248,1
2016-01-09 03:00:00,451.99,452.03,452.66,451.21,82.84704701,0
2016-01-09 04:00:00,452.04,449.48,452.21,446.68,372.53143225,0
2016-01-09 05:00:00,449.36,446.98,450.0,446.98,123.94514447,1
2016-01-09 06:00:00,448.23,448.96,449.09,447.43,111.23811141,1
2016-01-09 07:00:00,448.99,449.85,450.25,447.91,51.79924323,1
2016-01-09 08:00:00,450.0,450.31,451.21,449.85,41.55299739,0
2016-01-09 09:00:00,450.87,449.92,451.14,448.95,170.08020952,0
2016-01-09 10:00:00,449.92,448.8,450.75,447.64,395.83725167,1
2016-01-09 11:00:00,448.5,450.21,450.21,447.12,242.13121126,0
2016-01-09 12:00:00,449.47,449.3,450.21,447.5,136.50264655,0
2016-01-09 13:00:00,449.3,448.49,449.57,447.99,109.83806264,0
2016-01-09 14:00:00,448.61,447.26,448.93,446.71,478.84537559,1
2016-01-09 15:00:00,447.26,449.51,449.51,446.68,228.12630476,1
2016-01-09 16:00:00,449.51,450.45,450.45,449.06,91.23558114,0
2016-01-09 17:00:00,450.45,449.98,450.86,449.0,113.0622346,1
2016-01-09 18:00:00,449.98,450.15,450.18,449.41,127.34314464,1
2016-01-09 19:00:00,450.15,452.23,452.23,449.42,204.94348286,0
2016-01-09 20:00:00,452.03,450.0,452.99,450.0,288.40519029,1
2016-01-09 21:00:00,450.01,451.05,451.44,448.79,223.22730494,0
2016-01-09 22:00:00,451.05,450.89,451.34,449.64,84.81893398,0
2016-01-09 23:00:00,450.89,448.84,450.89,448.01,128.43672468,0
2016-01-10 00:00:00,448.84,446.13,449.89,444.11,527.15692463,0
2016-01-10 01:00:00,446.06,445.71,446.31,444.13,182.57494174,0
2016-01-10 02:00:00,445.71,445.54,445.88,443.36,227.57894781,0
2016-01-10 03:00:00,445.54,445.0,445.9,444.41,23.64229887,1
2016-01-10 04:00:00,445.0,446.07,446.07,444.83,22.15897233,0
2016-01-10 05:00:00,446.0,445.64,446.15,444.56,33.68611328,1
2016-01-10 06:00:00,445.66,445.78,445.82,444.39,25.26387789,0
2016-01-10 07:00:00,445.78,445.71,446.39,445.31,70.89635628,0
2016-01-10 08:00:00,446.19,445.31,446.4,444.28,158.41772808,0
2016-01-10 09:00:00,445.31,444.0,445.31,442.57,172.78232224,0
2016-01-10 10:00:00,444.0,441.87,444.57,441.22,184.83868839,1
2016-01-10 11:00:00,442.86,442.89,443.14,441.13,274.83635117,1
2016-01-10 12:00:00,442.91,442.93,443.33,440.8,296.58101279,1
2016-01-10 13:00:00,442.37,443.68,443.68,441.5,180.84063833,0
2016-01-10 14:00:00,443.68,442.88,443.99,441.58,233.95270237,1
2016-01-10 15:00:00,442.88,443.94,444.0,441.37,181.38551983,1
2016-01-10 16:00:00,443.84,445.23,445.23,442.77,205.68524997,1
2016-01-10 17:00:00,445.1,446.0,446.65,444.7,213.67226972,1
2016-01-10 18:00:00,445.75,446.85,446.85,445.54,100.83412531,0
2016-01-10 19:00:00,446.86,444.97,448.0,444.97,317.66650667,1
2016-01-10 20:00:00,445.0,445.63,446.07,444.0,120.0793672,1
2016-01-10 21:00:00,445.63,446.4,446.41,445.34,101.10392122,1
2016-01-10 22:00:00,446.19,446.76,447.11,446.07,80.88883889,1
2016-01-10 23:00:00,447.11,448.79,448.79,446.56,137.72710418,1
2016-01-11 00:00:00,448.2,449.07,450.75,447.76,346.36696859,1
2016-01-11 01:00:00,449.06,451.0,451.0,448.59,365.44486084,0
2016-01-11 02:00:00,450.88,450.75,451.12,449.4,62.08874099,0
2016-01-11 03:00:00,450.75,450.54,451.13,449.63,121.55188046,0
2016-01-11 04:00:00,450.02,448.89,450.99,448.61,207.21172222,0
2016-01-11 05:00:00,449.63,447.9,449.8,447.9,226.10972516,0
2016-01-11 06:00:00,447.7,443.72,448.94,441.05,1675.08831913,0
2016-01-11 07:00:00,443.53,443.66,444.21,438.0,1573.04491348,1
2016-01-11 08:00:00,443.31,444.09,444.09,440.24,96.39846232,0
2016-01-11 09:00:00,444.06,443.99,444.73,442.12,274.52846621,0
2016-01-11 10:00:00,443.99,443.8,444.0,442.28,119.79962239,1
2016-01-11 11:00:00,442.69,444.65,445.0,442.69,432.03822131,1
2016-01-11 12:00:00,444.78,445.18,445.18,443.17,133.94646189,1
2016-01-11 13:00:00,445.18,446.14,446.51,444.48,281.45778976,0
2016-01-11 14:00:00,445.66,445.07,446.5,444.0,159.62334791,1
2016-01-11 15:00:00,445.17,445.8,445.8,443.62,174.45104614,1
2016-01-11 16:00:00,445.8,446.89,447.45,444.59,328.12874355,1
2016-01-11 17:00:00,446.89,447.45,447.92,445.07,157.4629536,1
2016-01-11 18:00:00,446.55,447.95,448.52,446.51,165.17676837,0
2016-01-11 19:00:00,447.95,447.27,447.96,446.0,432.4982733,1
2016-01-11 20:00:00,447.1,447.49,447.53,446.5,146.20488341,1
2016-01-11 21:00:00,447.49,448.56,448.56,446.5,128.09765539,1
2016-01-11 22:00:00,448.56,448.59,448.69,446.66,162.18056991,0
2016-01-11 23:00:00,448.41,448.0,449.0,447.24,217.55803492,0
2016-01-12 00:00:00,448.0,445.74,448.0,444.2,139.65100478,0
2016-01-12 01:00:00,445.12,444.76,446.27,443.65,89.96514484,1
2016-01-12 02:00:00,445.04,445.69,446.97,443.93,164.55999571,1
2016-01-12 03:00:00,445.91,446.95,447.07,445.04,108.57224741,0
2016-01-12 04:00:00,446.79,446.53,446.79,444.54,39.52406569,1
2016-01-12 05:00:00,446.53,446.57,446.79,445.01,34.95962226,0
2016-01-12 06:00:00,446.35,445.26,446.87,444.78,85.93437043,1
2016-01-12 07:00:00,446.65,445.77,446.65,442.88,302.62368763,1
2016-01-12 08:00:00,445.27,445.95,446.49,444.11,83.71587017,0
2016-01-12 09:00:00,445.98,445.52,445.98,443.79,82.90048453,1
2016-01-12 10:00:00,444.17,446.02,446.52,444.17,185.33729425,0
2016-01-12 11:00:00,446.0,444.81,446.0,443.4,287.86243216,1
2016-01-12 12:00:00,444.77,446.33,446.41,444.02,309.56402057,1
2016-01-12 13:00:00,445.79,446.46,447.04,445.76,343.61643279,0
2016-01-12 14:00:00,446.49,445.62,446.49,444.0,184.32120929,1
2016-01-12 15:00:00,445.62,446.26,446.34,444.75,184.80192188,1
2016-01-12 16:00:00,446.14,446.99,446.99,445.1,156.55945339,0
2016-01-12 17:00:00,446.99,446.5,447.16,445.2,345.0731468,1
2016-01-12 18:00:00,446.49,446.63,446.7,445.2,236.99813217,1
2016-01-12 19:00:00,446.62,447.13,447.14,445.71,180.1644578,0
2016-01-12 20:00:00,447.13,446.12,447.34,446.12,158.58419499,1
2016-01-12 21:00:00,446.12,446.99,447.11,445.8,145.53810297,0
2016-01-12 22:00:00,445.96,446.61,447.0,445.05,170.62707544,0
2016-01-12 23:00:00,446.48,434.85,446.97,434.35,2909.44218068,0
2016-01-13 00:00:00,434.78,427.39,438.35,425.01,1986.01867031,1
2016-01-13 01:00:00,426.56,430.99,431.15,426.56,860.04459614,0
2016-01-13 02:00:00,430.99,429.04,431.64,428.35,416.12880197,1
2016-01-13 03:00:00,429.04,432.0,434.0,429.04,268.12578924,0
2016-01-13 04:00:00,432.0,430.17,432.5,428.0,640.56772661,1
2016-01-13 05:00:00,430.17,430.37,431.04,429.02,88.00420777,1
2016-01-13 06:00:00,430.37,431.17,432.23,428.27,170.6427117,1
2016-01-13 07:00:00,432.01,431.53,433.05,431.11,483.24758115,0
2016-01-13 08:00:00,432.44,430.99,433.03,430.74,322.76565942,0
2016-01-13 09:00:00,431.29,429.0,432.18,428.0,528.1479226,0
2016-01-13 10:00:00,429.0,428.48,430.0,426.85,334.70772943,1
2016-01-13 11:00:00,428.26,429.18,429.76,426.92,262.88541375,0
2016-01-13 12:00:00,429.18,428.05,429.31,426.08,731.56749551,1
2016-01-13 13:00:00,428.2,429.25,429.34,424.5,698.65226026,1
2016-01-13 14:00:00,429.36,429.41,430.0,428.5,308.11555351,1
2016-01-13 15:00:00,429.29,429.82,430.25,427.94,283.91502517,1
2016-01-13 16:00:00,429.82,430.18,431.25,428.22,279.67529487,0
2016-01-13 17:00:00,430.18,430.12,430.81,428.35,177.1969986,0
2016-01-13 18:00:00,430.12,429.5,430.4,428.02,145.87245772,1
2016-01-13 19:00:00,429.5,429.85,429.85,427.72,145.60517971,0
2016-01-13 20:00:00,429.86,428.42,429.86,427.86,128.32954151,0
2016-01-13 21:00:00,428.42,428.25,429.0,428.0,131.3320335,1
2016-01-13 22:00:00,428.48,433.09,433.09,428.47,515.43252459,0
2016-01-13 23:00:00,432.85,432.64,433.04,431.0,160.03987047,0
2016-01-14 00:00:00,432.64,431.86,432.79,430.95,83.70448279,1
2016-01-14 01:00:00,431.86,431.87,431.87,430.6,45.04583895,1
2016-01-14 02:00:00,431.87,433.1,433.41,431.38,321.70142176,0
2016-01-14 03:00:00,433.3,430.97,434.0,429.96,278.79455086,1
2016-01-14 04:00:00,430.97,431.17,431.65,430.75,65.03398289,1
2016-01-14 05:00:00,431.15,431.32,431.32,430.7,38.94264239,0
2016-01-14 06:00:00,430.74,428.84,431.46,427.33,128.52000833,1
2016-01-14 07:00:00,428.62,429.62,429.92,427.16,188.52257863,1
2016-01-14 08:00:00,429.62,429.82,430.68,429.0,268.58448154,1
2016-01-14 09:00:00,429.84,430.33,430.5,428.86,167.86538297,0
2016-01-14 10:00:00,430.38,428.58,430.38,427.0,168.63675521,1
2016-01-14 11:00:00,428.16,429.74,429.86,427.07,195.01059236,1
2016-01-14 12:00:00,429.17,431.39,431.86,428.52,209.63091798,0
2016-01-14 13:00:00,431.39,431.21,431.83,430.17,191.80574469,0
2016-01-14 14:00:00,431.22,431.0,431.82,430.77,143.47961425,0
2016-01-14 15:00:00,431.0,430.95,431.25,430.0,184.4614278,0
2016-01-14 16:00:00,430.95,430.81,431.2,429.45,192.03524861,1
2016-01-14 17:00:00,430.85,431.79,432.0,429.9,213.29707003,1
2016-01-14 18:00:00,431.54,432.0,432.0,431.0,97.82700916,0
2016-01-14 19:00:00,432.0,431.95,432.1,431.02,318.69545048,0
2016-01-14 20:00:00,431.83,430.93,432.1,430.43,235.87486601,1
2016-01-14 21:00:00,430.68,431.2,431.27,430.14,165.56603181,0
2016-01-14 22:00:00,431.06,429.94,431.2,428.14,354.77204307,0
2016-01-14 23:00:00,429.84,429.55,429.89,428.01,163.10401732,0
2016-01-15 00:00:00,429.55,428.26,429.8,427.55,266.38749472,0
2016-01-15 01:00:00,428.24,422.81,428.24,421.5,1263.68730717,1
2016-01-15 02:00:00,422.53,423.42,425.01,421.5,571.4382907,0
2016-01-15 03:00:00,423.42,416.85,423.95,415.04,1027.65826864,0
2016-01-15 04:00:00,416.93,416.32,418.94,407.55,2408.40593799,1
2016-01-15 05:00:00,416.32,417.02,417.63,413.36,433.76268058,0
2016-01-15 06:00:00,417.02,413.3,418.11,413.3,568.33206315,0
2016-01-15 07:00:00,414.93,408.43,415.65,407.16,1326.52284312,0
2016-01-15 08:00:00,409.95,407.61,411.7,404.99,2159.61886876,1
2016-01-15 09:00:00,408.55,410.49,412.02,408.55,675.90813484,0
2016-01-15 10:00:00,410.0,408.9,410.49,407.9,457.73252899,0
2016-01-15 11:00:00,409.11,402.79,409.98,400.76,1474.56271354,1
2016-01-15 12:00:00,402.79,404.1,406.28,400.49,1632.5864514,0
2016-01-15 13:00:00,403.88,393.78,403.88,381.35,6403.5940587,0
2016-01-15 14:00:00,392.36,391.3,393.78,382.76,2371.75517422,1
2016-01-15 15:00:00,391.3,393.14,394.58,385.98,1545.26392564,0
2016-01-15 16:00:00,393.14,392.96,394.84,390.39,868.78524718,0
2016-01-15 17:00:00,392.96,389.05,393.78,382.78,1437.59660131,1
2016-01-15 18:00:00,389.06,390.82,394.55,385.78,1681.45371339,0
2016-01-15 19:00:00,391.39,390.47,392.15,386.7,478.54777664,0
2016-01-15 20:00:00,390.0,389.57,392.6,387.66,904.59109119,0
2016-01-15 21:00:00,389.35,386.81,389.35,384.52,684.56722292,0
2016-01-15 22:00:00,386.81,368.7,387.43,365.0,3665.30212386,0
2016-01-15 23:00:00,366.83,360.0,379.42,360.0,3018.5559079,1
2016-01-16 00:00:00,360.62,375.89,375.98,360.0,1456.57268888,0
2016-01-16 01:00:00,375.4,371.07,379.88,366.84,1003.28300776,1
2016-01-16 02:00:00,371.09,375.01,375.46,366.7,465.57171899,0
2016-01-16 03:00:00,375.05,372.04,375.18,369.92,320.34990606,0
2016-01-16 04:00:00,372.04,370.89,372.15,367.3,288.47467904,1
2016-01-16 05:00:00,370.98,371.22,375.05,370.12,618.46340019,0
2016-01-16 06:00:00,371.21,366.29,371.28,365.24,527.53964778,0
2016-01-16 07:00:00,366.29,356.56,367.43,355.39,1218.93603409,0
2016-01-16 08:00:00,356.56,354.9,361.0,352.0,1176.97658589,1
2016-01-16 09:00:00,354.41,358.87,361.0,353.0,746.48880721,1
2016-01-16 10:00:00,358.02,371.24,373.97,358.0,1954.27254476,0
2016-01-16 11:00:00,369.04,369.41,371.37,360.01,1108.8060421,1
2016-01-16 12:00:00,369.43,369.43,369.83,366.72,806.87916531,1
2016-01-16 13:00:00,369.32,369.7,372.57,366.06,2037.62362761,1
2016-01-16 14:00:00,369.7,371.21,371.41,368.74,502.73532421,0
2016-01-16 15:00:00,370.96,370.6,373.51,367.5,1497.6327898,0
